Rk,Season,Tm,Plyf,Lg,G,W,L,W/L%,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
782,1992-93,IND,*,NBA,82,41,41,.500,39.8,84.8,37.1,76.2,2.6,8.6,23.9,32.1,14.5,28.6,43.1,24.2,8.5,4.7,14.4,24.1,106.1
783,1992-93,HOU,*,NBA,82,55,27,.671,39.7,86.9,36.7,78.0,3.0,8.9,17.5,22.9,14.2,28.0,42.2,24.0,8.7,4.0,15.0,21.9,99.8
784,1992-93,GSW,,NBA,82,34,48,.415,42.3,87.8,39.0,78.1,3.3,9.7,22.9,30.4,14.3,28.6,42.9,25.6,10.0,5.6,16.5,24.3,110.9
785,1992-93,DET,,NBA,82,40,42,.488,40.5,84.2,37.3,74.8,3.2,9.4,17.8,24.2,13.4,29.8,43.2,25.0,7.6,4.4,14.9,22.0,102.0
786,1992-93,DEN,,NBA,82,36,46,.439,40.5,88.0,37.8,80.1,2.7,7.9,23.2,30.7,14.1,30.5,44.7,23.0,9.1,6.1,16.3,24.2,106.9
787,1992-93,DAL,,NBA,82,11,71,.134,41.5,82.7,38.6,74.8,2.9,8.0,28.7,37.5,13.0,33.4,46.4,25.0,9.8,6.3,15.5,22.7,114.5
788,1992-93,CLE,*,NBA,82,54,28,.659,41.1,88.2,38.3,79.7,2.8,8.5,16.3,21.2,13.6,29.0,42.6,25.7,7.4,4.5,14.7,22.3,101.3
789,1992-93,CHI,*,NBA,82,57,25,.695,38.3,80.8,35.3,72.4,3.0,8.4,19.3,24.8,12.7,27.6,40.3,23.4,7.3,4.4,16.7,21.1,98.9
790,1992-93,CHH,*,NBA,82,44,38,.537,44.3,93.9,41.5,84.7,2.9,9.2,18.9,25.4,16.5,29.3,45.8,27.8,7.3,5.3,15.2,23.5,110.4
791,1992-93,BOS,*,NBA,82,48,34,.585,39.4,85.1,36.8,77.2,2.6,7.9,21.3,27.7,13.3,29.0,42.3,24.0,7.8,4.7,14.4,20.4,102.8
792,1992-93,ATL,*,NBA,82,43,39,.524,42.8,86.3,39.4,76.1,3.4,10.2,19.3,25.5,13.2,29.4,42.6,26.7,9.0,4.4,16.6,22.9,108.4
793,1991-92,WSB,,NBA,82,25,57,.305,41.8,87.5,39.3,80.2,2.6,7.3,20.6,27.3,14.6,32.1,46.7,23.2,8.7,5.5,16.2,20.6,106.8
794,1991-92,UTA,*,NBA,82,55,27,.671,40.1,87.5,37.3,79.1,2.9,8.5,18.7,25.1,14.0,27.5,41.5,23.5,7.9,5.6,14.7,23.9,101.9
795,1991-92,SEA,*,NBA,82,47,35,.573,39.8,83.7,37.2,76.1,2.5,7.6,22.5,30.0,13.7,27.2,40.9,22.3,8.5,5.8,16.1,22.6,104.7
796,1991-92,SAS,*,NBA,82,47,35,.573,39.2,86.6,36.2,78.0,3.0,8.5,19.4,25.1,13.5,28.8,42.3,23.0,9.2,5.6,15.3,22.1,100.6
797,1991-92,SAC,,NBA,82,29,53,.354,43.4,90.5,40.9,83.0,2.5,7.5,21.1,28.0,16.0,32.2,48.2,26.0,10.0,6.5,16.5,22.1,110.3
798,1991-92,POR,*,NBA,82,57,25,.695,39.6,87.2,36.6,77.4,3.0,9.8,21.9,28.9,13.4,28.5,41.9,24.1,8.4,5.3,16.7,23.9,104.1
799,1991-92,PHO,*,NBA,82,53,29,.646,41.8,91.2,39.6,84.0,2.2,7.1,20.4,26.9,14.9,28.6,43.5,23.3,8.0,6.0,15.3,23.5,106.2
800,1991-92,PHI,,NBA,82,35,47,.427,42.1,87.1,39.8,79.6,2.3,7.5,16.8,21.6,14.3,28.8,43.1,27.1,8.4,5.5,14.4,21.5,103.2
801,1991-92,MIN,,NBA,82,15,67,.183,42.1,86.8,40.0,80.9,2.1,5.9,21.2,28.5,16.0,30.9,46.9,25.5,8.0,7.0,14.8,20.4,107.5
802,1991-92,NJN,*,NBA,82,40,42,.488,41.7,87.5,39.8,81.3,2.0,6.2,21.6,28.3,14.8,28.7,43.5,21.8,9.8,5.9,16.4,21.0,107.1
803,1991-92,MIA,*,NBA,82,38,44,.463,43.0,87.3,40.5,79.9,2.6,7.4,20.5,27.3,13.8,29.5,43.3,25.2,8.9,5.5,16.0,24.0,109.2
804,1991-92,MIL,,NBA,82,31,51,.378,42.0,84.3,39.3,76.9,2.7,7.4,20.0,26.8,14.3,28.3,42.5,25.8,8.9,5.8,17.3,21.7,106.7
805,1991-92,WSB,,NBA,82,25,57,.305,41.8,87.5,39.3,80.2,2.6,7.3,20.6,27.3,14.6,32.1,46.7,23.2,8.7,5.5,16.2,20.6,106.8
806,1991-92,ATL,,NBA,82,38,44,.463,43.0,89.5,39.9,80.6,3.1,8.9,18.7,24.5,14.1,31.0,45.2,26.4,8.7,4.8,15.3,21.1,107.7
807,1991-92,POR,*,NBA,82,57,25,.695,39.6,87.2,36.6,77.4,3.0,9.8,21.9,28.9,13.4,28.5,41.9,24.1,8.4,5.3,16.7,23.9,104.1
808,1991-92,PHI,,NBA,82,35,47,.427,42.1,87.1,39.8,79.6,2.3,7.5,16.8,21.6,14.3,28.8,43.1,27.1,8.4,5.5,14.4,21.5,103.2
809,1991-92,BOS,*,NBA,82,51,31,.622,40.5,88.9,38.1,81.0,2.5,8.0,19.5,25.4,14.4,28.5,42.8,23.5,8.3,5.0,13.6,19.9,103.0
810,1991-92,SAC,,NBA,82,29,53,.354,43.4,90.5,40.9,83.0,2.5,7.5,21.1,28.0,16.0,32.2,48.2,26.0,10.0,6.5,16.5,22.1,110.3
811,1991-92,UTA,*,NBA,82,55,27,.671,40.1,87.5,37.3,79.1,2.9,8.5,18.7,25.1,14.0,27.5,41.5,23.5,7.9,5.6,14.7,23.9,101.9
812,1991-92,PHO,*,NBA,82,53,29,.646,41.8,91.2,39.6,84.0,2.2,7.1,20.4,26.9,14.9,28.6,43.5,23.3,8.0,6.0,15.3,23.5,106.2
813,1991-92,ORL,,NBA,82,21,61,.256,41.8,85.9,39.2,78.5,2.6,7.4,22.3,29.7,13.5,29.8,43.3,25.5,9.6,6.5,15.5,23.1,108.5
814,1991-92,SAS,*,NBA,82,47,35,.573,39.2,86.6,36.2,78.0,3.0,8.5,19.4,25.1,13.5,28.8,42.3,23.0,9.2,5.6,15.3,22.1,100.6
815,1991-92,CHI,*,NBA,82,67,15,.817,39.1,85.0,36.4,77.0,2.7,8.0,18.6,24.2,13.2,26.5,39.7,22.5,7.7,4.3,15.7,22.0,99.5
816,1991-92,CLE,*,NBA,82,57,25,.695,42.6,90.7,40.3,83.6,2.4,7.1,15.8,20.5,15.1,29.0,44.0,26.3,7.9,5.1,14.0,22.9,103.4
817,1991-92,NYK,*,NBA,82,51,31,.622,37.6,82.0,35.4,74.6,2.2,7.4,20.3,26.5,12.4,27.3,39.7,21.7,8.2,4.8,15.2,22.0,97.7
818,1991-92,SEA,*,NBA,82,47,35,.573,39.8,83.7,37.2,76.1,2.5,7.6,22.5,30.0,13.7,27.2,40.9,22.3,8.5,5.8,16.1,22.6,104.7
819,1991-92,CHH,,NBA,82,31,51,.378,45.3,91.4,42.8,83.7,2.5,7.7,20.3,27.3,15.3,31.5,46.8,28.9,7.6,6.4,17.0,21.3,113.4
820,1990-91,CHI,*,NBA,82,61,21,.744,39.8,84.0,37.5,76.3,2.3,7.6,19.0,24.6,13.0,26.4,39.3,24.6,7.7,4.2,17.1,22.3,101.0
821,1990-91,CLE,,NBA,82,33,49,.402,42.2,86.8,40.2,80.6,2.0,6.2,17.9,23.4,13.4,29.2,42.6,26.2,8.7,4.8,15.0,23.1,104.2
822,1990-91,NYK,*,NBA,82,39,43,.476,41.6,87.3,39.4,80.7,2.2,6.6,17.9,23.2,13.6,28.5,42.1,24.4,8.8,4.5,15.1,22.1,103.3
823,1990-91,SEA,*,NBA,82,41,41,.500,40.1,82.2,37.5,74.5,2.5,7.7,22.8,30.0,13.5,26.2,39.7,22.6,8.9,5.4,18.1,22.2,105.4
824,1990-91,CHH,,NBA,82,26,56,.317,41.6,84.3,39.6,78.2,1.9,6.1,23.0,29.8,14.0,30.7,44.7,26.1,8.2,5.9,17.1,22.5,108.0
825,1990-91,DAL,,NBA,82,28,54,.341,40.8,84.7,38.6,77.6,2.2,7.1,20.7,28.0,13.6,30.4,44.0,24.7,7.9,4.9,14.0,21.7,104.5
826,1990-91,IND,*,NBA,82,41,41,.500,43.6,89.0,41.4,81.6,2.3,7.4,22.6,30.4,14.7,28.2,42.9,25.2,8.9,4.3,15.4,24.8,112.1
827,1990-91,GSW,*,NBA,82,44,38,.537,43.2,89.6,40.5,81.3,2.7,8.4,25.9,34.1,15.8,30.2,46.0,26.4,8.9,5.3,18.7,26.9,115.0
828,1990-91,DEN,,NBA,82,20,62,.244,49.7,97.1,47.3,91.0,2.4,6.1,29.0,37.4,15.1,37.4,52.5,30.4,9.2,6.4,18.6,22.5,130.8
829,1990-91,LAC,,NBA,82,31,51,.378,40.7,87.2,38.3,80.0,2.4,7.2,23.2,30.8,13.6,30.4,44.0,24.2,9.4,6.0,16.0,23.0,107.0
830,1990-91,HOU,*,NBA,82,52,30,.634,40.7,89.2,38.5,81.6,2.2,7.6,19.6,25.4,15.1,29.6,44.8,24.0,8.7,4.4,17.3,21.8,103.2
831,1990-91,DET,*,NBA,82,50,32,.610,37.2,82.2,35.3,76.1,1.9,6.1,20.4,26.5,12.2,27.7,40.0,21.2,7.1,3.5,13.7,24.2,96.8
832,1990-91,LAL,*,NBA,82,58,24,.707,40.9,88.6,38.7,81.6,2.2,7.0,15.6,20.7,13.8,26.7,40.5,24.4,8.1,4.1,14.3,22.2,99.6
833,1990-91,MIN,,NBA,82,29,53,.354,40.5,82.7,38.4,76.5,2.1,6.2,20.5,27.1,13.3,29.0,42.4,26.1,6.2,6.2,15.1,20.6,103.5
834,1990-91,NJN,,NBA,82,26,56,.317,41.1,87.9,39.5,82.5,1.7,5.4,23.5,30.4,15.7,30.8,46.5,21.2,10.1,6.6,17.7,23.1,107.5
835,1990-91,MIA,,NBA,82,24,58,.293,40.7,85.0,38.6,78.8,2.1,6.3,24.4,31.7,14.3,28.8,43.2,24.5,10.4,6.1,17.9,23.9,107.8
836,1990-91,MIL,*,NBA,82,48,34,.585,40.1,82.6,37.8,75.6,2.3,7.0,21.4,28.2,13.5,28.2,41.7,24.7,8.6,5.6,18.7,23.3,104.0
837,1990-91,WSB,,NBA,82,30,52,.366,41.4,88.8,39.4,82.0,2.0,6.8,21.5,27.9,15.0,30.2,45.2,22.7,8.9,6.0,15.3,21.7,106.4
838,1990-91,ATL,*,NBA,82,43,39,.524,43.5,88.0,40.9,80.5,2.6,7.6,19.4,25.2,13.2,30.5,43.6,28.3,8.4,4.4,15.7,24.8,109.0
839,1990-91,POR,*,NBA,82,63,19,.768,40.5,88.7,37.6,79.8,2.9,8.9,22.2,28.5,13.2,28.7,41.9,25.0,7.7,4.3,17.0,25.3,106.0
840,1990-91,PHI,*,NBA,82,44,38,.537,43.1,90.6,40.7,82.6,2.4,8.0,16.9,21.9,14.1,30.7,44.8,27.1,8.4,4.8,14.4,22.7,105.6
841,1990-91,BOS,*,NBA,82,56,26,.683,41.7,92.2,39.4,84.7,2.3,7.5,20.0,25.4,14.5,26.9,41.4,25.0,9.0,4.6,13.7,20.2,105.7
842,1990-91,SAC,,NBA,82,25,57,.305,38.3,81.5,36.4,75.6,1.9,6.0,24.9,32.8,14.2,31.0,45.2,23.3,8.5,5.5,16.0,22.5,103.5
843,1990-91,UTA,*,NBA,82,54,28,.659,39.2,85.5,36.7,77.4,2.5,8.1,19.7,25.5,13.4,27.8,41.2,22.7,8.4,5.0,15.3,24.3,100.7
844,1990-91,PHO,*,NBA,82,55,27,.671,42.2,91.5,40.0,84.3,2.2,7.1,20.8,27.4,14.6,28.0,42.6,24.0,8.3,5.6,15.6,25.1,107.5
845,1990-91,ORL,,NBA,82,31,51,.378,42.1,88.2,39.4,80.0,2.7,8.2,22.9,29.9,13.4,30.5,43.8,25.8,8.6,8.0,14.8,24.2,109.9
846,1990-91,SAS,*,NBA,82,55,27,.671,39.8,88.9,37.2,80.3,2.7,8.6,20.3,26.7,13.7,27.7,41.4,23.5,9.8,5.3,15.4,24.5,102.6
847,1989-90,MIA,,NBA,82,18,64,.220,41.7,85.5,39.8,79.9,1.9,5.6,25.0,33.1,13.7,30.1,43.8,25.3,10.5,5.8,18.0,21.7,110.3
848,1989-90,MIL,*,NBA,82,44,38,.537,40.1,83.8,37.9,76.9,2.2,6.9,24.3,31.3,14.1,29.3,43.5,24.7,8.4,5.4,18.4,22.9,106.8
849,1989-90,WSB,,NBA,82,31,51,.378,42.8,90.3,41.1,84.5,1.7,5.8,22.5,29.0,14.6,30.5,45.1,23.8,7.9,5.2,14.6,21.7,109.9
850,1989-90,ATL,,NBA,82,41,41,.500,41.9,84.6,39.7,78.1,2.2,6.5,21.5,27.8,14.0,27.3,41.3,26.1,8.2,4.7,15.8,23.9,107.5
851,1989-90,POR,*,NBA,82,59,23,.720,40.9,88.1,38.1,79.7,2.8,8.4,23.4,30.5,12.9,28.7,41.6,24.7,8.1,5.3,18.2,25.4,107.9
852,1989-90,PHI,*,NBA,82,53,29,.646,41.7,86.8,39.1,79.8,2.6,7.0,19.3,25.0,13.6,28.7,42.3,26.3,7.8,4.6,15.0,23.7,105.2
853,1989-90,BOS,*,NBA,82,52,30,.634,41.9,90.0,39.8,83.5,2.1,6.6,20.1,26.0,12.8,28.3,41.0,25.3,9.0,4.3,12.2,22.5,106.0
854,1989-90,SAC,,NBA,82,23,59,.280,41.3,87.3,39.3,81.1,2.0,6.2,22.3,28.3,14.0,30.9,44.8,24.7,8.6,4.8,14.2,21.2,106.8
855,1989-90,UTA,*,NBA,82,55,27,.671,38.6,84.7,36.5,77.9,2.1,6.9,22.7,29.9,13.4,27.0,40.4,23.0,9.0,5.5,15.1,23.3,102.0
856,1989-90,PHO,*,NBA,82,54,28,.659,43.0,92.5,40.6,85.7,2.4,6.9,19.3,26.4,14.7,28.5,43.1,25.9,8.3,4.8,15.3,26.2,107.8
857,1989-90,ORL,,NBA,82,18,64,.220,47.1,94.6,44.7,87.8,2.4,6.8,23.1,30.5,14.3,31.3,45.6,28.5,9.0,6.8,14.8,25.1,119.8
858,1989-90,SAS,*,NBA,82,56,26,.683,39.9,86.5,37.0,78.9,2.8,7.6,20.3,26.5,13.7,27.3,41.0,24.0,9.3,5.1,17.3,23.4,102.8
859,1989-90,CHI,*,NBA,82,55,27,.671,41.0,83.2,38.5,76.1,2.5,7.1,21.8,29.2,13.0,28.0,41.0,25.7,8.1,4.7,17.2,21.2,106.2
860,1989-90,CLE,*,NBA,82,42,40,.512,41.7,87.0,39.8,80.9,1.9,6.1,17.6,23.1,13.8,29.9,43.7,26.1,8.3,4.6,15.8,23.1,102.9
861,1989-90,NYK,*,NBA,82,45,37,.549,42.6,90.6,40.6,84.0,2.1,6.6,19.5,25.6,15.2,27.9,43.1,25.9,8.8,5.1,15.7,22.8,106.9
862,1989-90,SEA,,NBA,82,41,41,.500,39.7,81.8,37.5,75.4,2.2,6.3,24.3,30.9,12.3,26.9,39.2,22.7,7.7,5.0,15.9,21.9,105.9
863,1989-90,CHH,,NBA,82,19,63,.232,41.9,84.4,40.3,79.3,1.6,5.1,22.7,29.0,13.0,33.2,46.2,25.2,7.8,4.7,16.8,21.4,108.2
864,1989-90,DAL,*,NBA,82,47,35,.573,40.1,85.5,38.0,78.4,2.1,7.2,19.8,26.4,13.9,29.2,43.2,23.9,7.9,4.7,15.1,22.3,102.2
865,1989-90,IND,*,NBA,82,42,40,.512,42.5,88.1,40.4,81.5,2.1,6.6,22.0,29.2,14.3,28.0,42.3,23.7,8.7,3.9,14.5,24.6,109.1
866,1989-90,GSW,,NBA,82,37,45,.451,45.9,96.2,42.7,87.2,3.2,8.9,24.4,32.1,18.2,31.6,49.9,28.4,10.0,5.2,17.3,27.1,119.4
867,1989-90,DEN,*,NBA,82,43,39,.524,43.8,89.4,41.8,83.1,2.0,6.3,23.6,30.7,12.5,34.7,47.2,25.3,7.5,5.6,18.5,23.3,113.2
868,1989-90,LAC,,NBA,82,30,52,.366,41.9,87.9,39.6,80.9,2.3,7.0,21.2,27.5,14.0,28.9,42.9,25.5,10.1,5.2,16.6,23.8,107.2
869,1989-90,HOU,*,NBA,82,41,41,.500,41.5,89.3,39.5,82.5,2.0,6.8,20.4,27.5,14.3,30.0,44.3,24.5,9.6,4.8,17.4,22.2,105.3
870,1989-90,DET,*,NBA,82,59,23,.720,37.1,83.0,34.8,76.2,2.3,6.8,21.8,28.6,12.7,27.8,40.5,21.5,7.4,3.7,15.2,25.3,98.3
871,1989-90,LAL,*,NBA,82,63,19,.768,41.2,88.4,39.1,82.0,2.1,6.3,19.3,25.7,13.8,27.4,41.1,24.5,8.2,5.2,14.6,23.3,103.9
872,1989-90,MIN,,NBA,82,22,60,.268,37.6,77.9,36.0,73.2,1.6,4.8,22.7,29.5,12.8,28.3,41.1,22.9,7.0,6.0,16.7,21.3,99.4
873,1989-90,NJN,,NBA,82,17,65,.207,41.5,85.6,39.8,80.5,1.7,5.1,23.2,30.4,14.0,31.6,45.5,22.8,9.4,5.8,17.3,23.0,108.0
874,1988-89,CHH,,NBA,82,20,62,.244,43.4,86.7,42.0,81.9,1.4,4.9,24.9,32.1,14.5,32.0,46.5,25.1,8.7,5.4,17.4,21.8,113.0
875,1988-89,DAL,,NBA,82,38,44,.463,41.7,89.1,39.7,82.8,2.0,6.3,19.2,25.5,15.0,30.5,45.5,26.0,8.0,4.7,14.3,22.8,104.7
876,1988-89,IND,,NBA,82,28,54,.341,42.1,90.2,40.1,83.6,2.0,6.7,24.8,31.8,15.7,28.2,43.9,24.8,10.2,4.7,14.7,24.7,111.1
877,1988-89,GSW,*,NBA,82,43,39,.524,45.0,97.6,41.6,87.5,3.4,10.0,23.4,30.5,17.5,32.2,49.7,27.0,10.5,5.9,19.0,23.6,116.9
878,1988-89,DEN,*,NBA,82,44,38,.537,45.1,91.3,43.2,85.8,1.9,5.4,24.1,32.7,13.9,34.9,48.8,26.0,8.1,5.9,19.5,24.4,116.3
879,1988-89,LAC,,NBA,82,21,61,.256,45.7,94.4,43.3,87.3,2.4,7.0,22.4,29.3,16.4,31.1,47.5,29.1,11.4,6.7,17.6,23.0,116.2
880,1988-89,HOU,*,NBA,82,45,37,.549,41.6,88.9,39.3,82.4,2.3,6.5,22.0,28.9,14.0,29.6,43.6,24.6,9.8,5.4,17.7,24.5,107.5
881,1988-89,DET,*,NBA,82,63,19,.768,38.3,85.6,36.4,78.9,1.9,6.8,22.3,28.4,13.8,26.7,40.5,22.6,7.9,4.2,14.9,25.5,100.8
882,1988-89,LAL,*,NBA,82,57,25,.695,43.2,92.0,40.8,84.8,2.4,7.2,18.8,25.0,14.4,27.1,41.5,26.3,9.2,5.3,15.4,23.7,107.5
883,1988-89,NJN,,NBA,82,26,56,.317,43.4,87.3,41.5,81.1,1.9,6.2,21.3,27.9,12.6,30.2,42.8,26.0,9.1,5.9,16.8,22.4,110.1
884,1988-89,MIA,,NBA,82,15,67,.183,41.3,84.5,39.5,79.2,1.8,5.3,24.6,31.9,14.5,28.9,43.3,25.1,11.3,6.7,18.8,22.3,109.0
885,1988-89,MIL,*,NBA,82,49,33,.598,40.3,84.2,37.9,77.7,2.4,6.5,22.4,28.9,13.3,28.5,41.8,25.7,8.6,5.2,18.6,23.6,105.3
886,1988-89,WSB,,NBA,82,40,42,.488,42.5,88.2,40.6,82.0,1.9,6.2,23.5,30.6,13.8,31.0,44.8,25.4,8.0,6.4,16.8,23.4,110.4
887,1988-89,ATL,*,NBA,82,52,30,.634,41.0,86.9,39.2,80.6,1.8,6.2,22.3,28.4,15.4,28.4,43.7,24.8,8.4,4.2,18.1,25.7,106.1
888,1988-89,POR,*,NBA,82,39,43,.476,43.6,89.3,41.1,82.6,2.4,6.7,23.6,30.5,14.0,29.2,43.2,25.3,9.0,4.4,19.1,23.9,113.1
889,1988-89,PHI,*,NBA,82,46,36,.561,44.6,89.0,42.5,82.9,2.1,6.0,19.1,24.7,14.0,29.4,43.4,27.8,7.8,5.4,15.5,24.2,110.4
890,1988-89,BOS,*,NBA,82,42,40,.512,42.4,87.6,40.8,82.0,1.6,5.6,21.7,28.0,12.8,27.1,39.9,25.9,9.3,4.7,14.5,23.8,108.1
891,1988-89,SAC,,NBA,82,27,55,.329,43.8,90.5,41.6,83.5,2.2,7.0,21.3,28.1,14.3,31.8,46.0,25.7,9.3,5.4,15.7,22.2,111.0
892,1988-89,UTA,*,NBA,82,51,31,.622,38.0,87.4,35.7,80.0,2.3,7.4,21.5,28.6,14.9,27.2,42.1,22.1,9.5,6.2,16.2,25.4,99.7
893,1988-89,PHO,*,NBA,82,55,27,.671,43.8,94.3,41.6,87.4,2.2,6.9,21.2,28.1,15.3,30.0,45.2,26.4,7.6,5.2,16.7,25.1,110.9
894,1988-89,SAS,,NBA,82,21,61,.256,42.5,87.2,40.4,80.7,2.1,6.5,25.7,33.1,15.3,30.0,45.3,25.1,11.2,6.6,21.1,23.6,112.8
895,1988-89,CHI,*,NBA,82,47,35,.573,41.0,86.6,38.6,79.4,2.4,7.2,20.6,26.7,13.1,28.0,41.2,25.6,8.4,4.2,15.3,21.7,105.0
896,1988-89,CLE,*,NBA,82,57,25,.695,41.3,89.6,39.2,83.4,2.1,6.2,16.6,21.3,14.8,27.8,42.6,24.9,8.4,4.4,17.4,24.0,101.2
897,1988-89,NYK,*,NBA,82,52,30,.634,44.3,89.7,42.5,83.2,1.9,6.5,22.4,29.1,14.8,28.4,43.2,28.0,9.5,5.3,20.6,23.1,112.9
898,1988-89,SEA,*,NBA,82,47,35,.573,41.9,86.2,39.9,79.6,2.1,6.6,23.4,30.4,14.5,27.5,42.0,23.9,8.2,5.0,18.9,22.9,109.2
899,1987-88,ATL,*,NBA,82,50,32,.610,39.5,84.0,37.9,79.0,1.7,5.0,23.5,30.2,14.1,28.7,42.8,24.1,7.8,4.3,16.1,24.5,104.3
900,1987-88,POR,*,NBA,82,53,29,.646,42.6,89.5,40.9,83.9,1.7,5.6,24.7,32.1,14.1,29.3,43.3,26.3,7.9,4.6,17.6,26.0,111.5
901,1987-88,PHI,,NBA,82,36,46,.439,42.7,86.1,41.0,81.0,1.7,5.2,20.0,26.4,13.5,27.1,40.7,27.0,8.8,5.4,15.6,25.8,107.1
902,1987-88,BOS,*,NBA,82,57,25,.695,42.6,88.5,41.3,84.1,1.3,4.5,21.0,27.4,13.7,26.8,40.4,25.1,9.0,4.2,14.3,24.3,107.7
903,1987-88,SAC,,NBA,82,24,58,.293,45.3,91.0,43.9,86.5,1.5,4.5,21.6,28.4,14.1,29.6,43.6,26.5,9.6,6.5,14.6,23.8,113.7
904,1987-88,UTA,*,NBA,82,47,35,.573,39.9,88.8,38.1,83.2,1.8,5.7,23.2,30.2,15.6,29.8,45.4,24.3,9.4,5.8,17.9,24.5,104.8
905,1987-88,PHO,,NBA,82,28,54,.341,44.0,88.4,42.5,83.3,1.6,5.1,23.4,30.6,13.5,29.5,42.9,27.1,8.7,5.4,15.8,23.2,113.0
906,1987-88,SAS,*,NBA,82,31,51,.378,47.0,93.6,45.0,88.1,1.9,5.5,22.6,29.1,15.8,30.6,46.4,30.1,8.4,6.5,17.4,24.0,118.5
907,1987-88,WSB,*,NBA,82,38,44,.463,42.2,88.2,40.6,83.5,1.6,4.8,20.4,27.4,15.0,28.8,43.8,26.0,8.4,6.4,16.9,24.0,106.3
908,1987-88,CHI,*,NBA,82,50,32,.610,40.0,85.0,38.6,80.5,1.3,4.5,20.4,26.9,12.5,27.7,40.1,25.4,7.3,5.1,15.2,22.9,101.6
909,1987-88,CLE,*,NBA,82,42,40,.512,41.3,86.6,39.7,81.7,1.5,4.9,19.6,24.9,14.1,27.5,41.6,24.3,8.4,5.5,17.5,24.6,103.7
910,1987-88,NYK,*,NBA,82,38,44,.463,39.0,81.8,37.7,77.3,1.4,4.6,26.5,34.2,14.1,27.9,41.9,24.5,8.6,5.5,19.9,24.0,106.0
911,1987-88,SEA,*,NBA,82,44,38,.537,40.2,82.9,38.6,78.0,1.6,4.9,27.3,36.5,13.8,28.1,41.9,24.0,7.4,5.2,18.7,23.9,109.3
912,1987-88,DAL,*,NBA,82,53,29,.646,42.3,90.1,40.3,83.8,2.0,6.3,18.3,23.9,14.6,27.2,41.9,27.3,7.5,5.3,15.0,24.4,104.9
913,1987-88,IND,,NBA,82,38,44,.463,40.7,86.1,39.2,81.6,1.4,4.5,22.7,29.8,14.1,30.5,44.6,23.6,8.5,5.0,15.5,22.7,105.4
914,1987-88,GSW,,NBA,82,20,62,.244,44.2,88.3,42.4,82.6,1.9,5.7,25.0,32.9,14.7,30.6,45.3,27.7,9.1,5.3,17.2,22.1,115.3
915,1987-88,DEN,*,NBA,82,54,28,.659,44.0,89.7,42.6,85.1,1.4,4.6,23.3,30.6,14.4,33.5,47.9,26.5,7.6,6.2,19.6,24.3,112.7
916,1987-88,LAC,,NBA,82,17,65,.207,42.8,89.8,41.3,85.3,1.5,4.4,21.9,28.2,15.1,32.5,47.6,28.0,10.3,5.9,17.7,23.3,109.1
917,1987-88,HOU,*,NBA,82,46,36,.561,42.1,90.5,40.8,85.7,1.3,4.8,22.0,28.7,15.4,30.6,45.9,23.8,9.0,4.5,17.1,24.5,107.6
918,1987-88,DET,*,NBA,82,54,28,.659,40.7,87.0,39.3,82.2,1.4,4.8,21.4,28.0,14.0,27.8,41.7,24.0,7.9,5.0,16.2,26.4,104.1
919,1987-88,LAL,*,NBA,82,62,20,.756,43.3,91.1,41.7,85.7,1.6,5.4,18.8,24.6,14.3,27.4,41.8,26.8,8.9,4.8,15.2,23.7,107.0
920,1987-88,NJN,,NBA,82,19,63,.232,41.9,84.4,40.3,79.9,1.6,4.4,23.1,29.5,12.6,30.0,42.6,24.3,9.9,6.4,17.5,23.7,108.5
921,1987-88,MIL,*,NBA,82,42,40,.512,40.8,86.1,39.2,80.7,1.6,5.4,22.3,29.4,14.3,29.3,43.6,26.0,7.6,5.5,16.4,23.8,105.5
922,1986-87,NJN,,NBA,82,24,58,.293,41.7,86.9,40.2,82.4,1.4,4.5,28.7,36.8,13.8,28.7,42.5,23.9,9.9,6.9,16.5,25.9,113.5
923,1986-87,MIL,*,NBA,82,50,32,.610,39.6,84.2,38.1,79.2,1.5,5.1,25.8,34.1,14.5,30.2,44.7,24.6,8.0,5.6,18.9,24.7,106.5
924,1986-87,ATL,*,NBA,82,57,25,.695,38.5,85.3,37.0,80.1,1.6,5.2,24.2,31.7,14.6,27.8,42.4,23.4,7.5,4.7,16.0,24.8,102.8
925,1986-87,POR,*,NBA,82,49,33,.598,44.5,91.7,43.1,86.6,1.4,5.1,24.3,31.6,14.7,27.8,42.5,26.7,9.0,5.8,18.3,27.2,114.8
926,1986-87,PHI,*,NBA,82,45,37,.549,43.1,87.9,41.7,82.8,1.5,5.1,18.9,25.0,14.8,26.9,41.7,26.9,9.9,5.4,16.7,24.2,106.6
927,1986-87,BOS,*,NBA,82,59,23,.720,42.3,91.5,40.8,86.5,1.5,4.9,19.9,26.2,15.1,27.9,43.0,25.1,8.8,4.1,14.1,23.3,106.0
928,1986-87,SAC,,NBA,82,29,53,.354,44.6,91.1,43.1,86.3,1.5,4.8,23.4,30.5,14.1,28.7,42.9,26.3,8.6,5.9,14.8,25.2,114.1
929,1986-87,UTA,*,NBA,82,44,38,.537,40.8,89.5,39.1,84.0,1.7,5.5,24.1,31.3,16.0,32.2,48.1,24.5,8.8,5.6,19.3,24.3,107.5
